"date","Open","High","Low","Close","Volume","Adjusted"
2019-01-02,38.6699981689453,39.6500015258789,38.1599998474121,38.4199981689453,4679600,38.4199981689453
2019-01-03,38.25,38.75,37.6800003051758,38.2799987792969,2243600,38.2799987792969
2019-01-04,38.2700004577637,39.2000007629395,38.2700004577637,39.1500015258789,2356100,39.1500015258789
2019-01-07,40.0299987792969,41.3600006103516,40,40.4900016784668,2889900,40.4900016784668
2019-01-08,40.810001373291,41.0400009155273,40.0900001525879,40.8600006103516,2118400,40.8600006103516
2019-01-09,41,42.2799987792969,41,42.0800018310547,2119500,42.0800018310547
2019-01-10,41.8400001525879,42.5800018310547,41.8400001525879,42.560001373291,1945600,42.560001373291
2019-01-11,42.4599990844727,42.939998626709,42.1399993896484,42.8899993896484,1614500,42.8899993896484
2019-01-14,42.6199989318848,42.7700004577637,42.0999984741211,42.5299987792969,1522400,42.5299987792969
2019-01-15,42.6300010681152,43.0299987792969,42.5900001525879,42.939998626709,1972600,42.939998626709
2019-01-16,42.8800010681152,43.5099983215332,42.7999992370605,42.9700012207031,2046100,42.9700012207031
2019-01-17,42.9300003051758,43.5099983215332,42.6599998474121,43.0999984741211,1959400,43.0999984741211
2019-01-18,43.4099998474121,44.1399993896484,42.9599990844727,44.1199989318848,4622600,44.1199989318848
2019-01-22,43.8800010681152,44.2599983215332,43.0200004577637,44.189998626709,2061800,44.189998626709
2019-01-23,44.8300018310547,44.9000015258789,43.9500007629395,44.4000015258789,1451700,44.4000015258789
2019-01-24,44.2700004577637,44.7999992370605,44.2599983215332,44.5800018310547,1918000,44.5800018310547
2019-01-25,44.8899993896484,45.2799987792969,40.810001373291,44.8300018310547,1724000,44.8300018310547
2019-01-28,44.4900016784668,44.6800003051758,44.1500015258789,44.6199989318848,2036700,44.6199989318848
2019-01-29,44.3499984741211,44.4900016784668,43.9099998474121,44.1199989318848,2824700,44.1199989318848
2019-01-30,44.2200012207031,45.0699996948242,44.2200012207031,45.0099983215332,2929600,45.0099983215332
2019-01-31,43.7700004577637,45.4500007629395,43.0099983215332,44.4000015258789,4383700,44.4000015258789
2019-02-01,44.4500007629395,44.5800018310547,43.5699996948242,43.7000007629395,2784800,43.7000007629395
2019-02-04,43.7700004577637,43.9099998474121,43.2799987792969,43.9099998474121,1984600,43.9099998474121
2019-02-05,43.6599998474121,44.4799995422363,43.6599998474121,44.1500015258789,1695000,44.1500015258789
2019-02-06,43.9599990844727,44.2000007629395,43.3800010681152,43.8300018310547,1168300,43.8300018310547
2019-02-07,43.560001373291,43.8199996948242,42.9199981689453,43.4500007629395,1713400,43.4500007629395
2019-02-08,43.2200012207031,43.6199989318848,42.9799995422363,43.6100006103516,1250900,43.6100006103516
2019-02-11,43.7200012207031,44.0400009155273,43.7099990844727,43.7900009155273,1743000,43.7900009155273
2019-02-12,44.0200004577637,44.7400016784668,43.9099998474121,44.7200012207031,1866700,44.7200012207031
2019-02-13,44.7999992370605,44.9599990844727,44.4099998474121,44.9000015258789,1395900,44.9000015258789
2019-02-14,44.7900009155273,45.4700012207031,44.75,45.2299995422363,1408100,45.2299995422363
2019-02-15,45.5299987792969,46.3199996948242,45.1399993896484,46.2900009155273,2001100,46.2900009155273
2019-02-19,46.0900001525879,46.4500007629395,45.7200012207031,46.2900009155273,1553800,46.2900009155273
2019-02-20,46.2900009155273,46.5800018310547,46.1399993896484,46.4199981689453,1563100,46.4199981689453
2019-02-21,46.4900016784668,46.5299987792969,46.0999984741211,46.4500007629395,1860900,46.4500007629395
2019-02-22,46.5200004577637,47.1199989318848,46.189998626709,46.9599990844727,2472600,46.9599990844727
2019-02-25,47.8199996948242,47.8199996948242,46.9500007629395,46.9900016784668,4294800,46.9900016784668
2019-02-26,46.9900016784668,47.2000007629395,45.9099998474121,46.3800010681152,3268100,46.3800010681152
2019-02-27,46.2700004577637,46.9799995422363,46.0200004577637,46.9599990844727,1784300,46.9599990844727
2019-02-28,46.8499984741211,47.3800010681152,46.810001373291,47.1500015258789,2302700,47.1500015258789
2019-03-01,47.3800010681152,48.0900001525879,47.3800010681152,47.9199981689453,1272600,47.9199981689453
2019-03-04,48.1100006103516,48.1100006103516,46.8400001525879,47.4199981689453,1526300,47.4199981689453
2019-03-05,47.4300003051758,47.689998626709,47.1599998474121,47.5,1343500,47.5
2019-03-06,47.5,47.6199989318848,46.5200004577637,46.7200012207031,1527800,46.7200012207031
2019-03-07,46.7799987792969,46.939998626709,46.4000015258789,46.810001373291,1717600,46.810001373291
2019-03-08,46.5400009155273,46.7200012207031,45.9799995422363,46.6100006103516,1020300,46.6100006103516
2019-03-11,46.7000007629395,46.9700012207031,46.5400009155273,46.9500007629395,2546800,46.9500007629395
2019-03-12,47.0400009155273,47.439998626709,46.7999992370605,47.2099990844727,1129600,47.2099990844727
2019-03-13,47.3600006103516,48,46.8400001525879,47.3899993896484,1654100,47.3899993896484
2019-03-14,47.3699989318848,47.4700012207031,46.9700012207031,47.3600006103516,2008800,47.3600006103516
2019-03-15,47.5,47.8300018310547,47.3899993896484,47.6300010681152,2379800,47.6300010681152
2019-03-18,47.6100006103516,47.75,46.6800003051758,47.1800003051758,2763200,47.1800003051758
2019-03-19,47.2700004577637,47.5900001525879,47.0099983215332,47.4300003051758,1278200,47.4300003051758
2019-03-20,47.439998626709,47.6500015258789,46.9900016784668,47.2999992370605,1320100,47.2999992370605
2019-03-21,47.2599983215332,47.7799987792969,47.2299995422363,47.7200012207031,1188500,47.7200012207031
2019-03-22,47.5699996948242,47.75,46.8199996948242,46.8499984741211,933600,46.8499984741211
2019-03-25,46.9799995422363,47.0099983215332,46.5400009155273,46.810001373291,994800,46.810001373291
2019-03-26,47.0800018310547,47.560001373291,46.9700012207031,47.2400016784668,1008100,47.2400016784668
2019-03-27,47.2400016784668,47.3300018310547,46.3800010681152,46.9099998474121,1318000,46.9099998474121
2019-03-28,47.0800018310547,47.560001373291,46.8699989318848,47.5299987792969,1104000,47.5299987792969
2019-03-29,47.7099990844727,48.439998626709,47.5299987792969,48.4000015258789,1527200,48.4000015258789
2019-04-01,48.5400009155273,48.8199996948242,47.9300003051758,48.189998626709,1863200,48.189998626709
2019-04-02,48.25,48.3800010681152,47.9500007629395,48.1699981689453,1216600,48.1699981689453
2019-04-03,48.310001373291,48.3199996948242,47.5099983215332,47.5200004577637,1494900,47.5200004577637
2019-04-04,47.560001373291,47.560001373291,46.9300003051758,47.310001373291,2011800,47.310001373291
2019-04-05,47.4799995422363,47.9599990844727,47.0499992370605,47.1300010681152,1752700,47.1300010681152
2019-04-08,47.189998626709,47.4900016784668,46.1800003051758,46.810001373291,2156800,46.810001373291
2019-04-09,46.7400016784668,47.1199989318848,46.6399993896484,47,1037100,47
2019-04-10,47.0999984741211,47.7599983215332,47.0200004577637,47.560001373291,1475500,47.560001373291
2019-04-11,47.5299987792969,47.7000007629395,47.2799987792969,47.3899993896484,975700,47.3899993896484
2019-04-12,47.6800003051758,47.9799995422363,47.3800010681152,47.5400009155273,1217200,47.5400009155273
2019-04-15,47.5800018310547,47.6300010681152,47.0099983215332,47.0400009155273,833800,47.0400009155273
2019-04-16,47.3199996948242,47.439998626709,45.6100006103516,45.7900009155273,1054400,45.7900009155273
2019-04-17,45.8800010681152,46.0699996948242,43.2400016784668,43.4300003051758,1916700,43.4300003051758
2019-04-18,43.5499992370605,43.810001373291,42.9500007629395,43.4000015258789,1766100,43.4000015258789
2019-04-22,43.2099990844727,43.7000007629395,42.6100006103516,43,2039200,43
2019-04-23,42.9900016784668,44.3600006103516,42.8600006103516,44.2599983215332,2874500,44.2599983215332
2019-04-24,43.8899993896484,44.7599983215332,43.7700004577637,44.7299995422363,1300100,44.7299995422363
2019-04-25,44.5099983215332,45.3300018310547,44.3899993896484,45.2000007629395,1028600,45.2000007629395
2019-04-26,45.1699981689453,45.5699996948242,45.0099983215332,45.5699996948242,1248800,45.5699996948242
2019-04-29,45.4799995422363,45.7200012207031,45.0900001525879,45.5900001525879,990100,45.5900001525879
2019-04-30,45.7000007629395,46.4599990844727,45.2599983215332,46.3800010681152,2048200,46.3800010681152
2019-05-01,46.310001373291,46.5,45.9300003051758,46.0099983215332,1577100,46.0099983215332
2019-05-02,46.310001373291,46.4799995422363,44.9000015258789,46.3499984741211,3485700,46.3499984741211
2019-05-03,46.4599990844727,47.0499992370605,46.4599990844727,46.7200012207031,1409400,46.7200012207031
2019-05-06,46.1100006103516,46.7799987792969,45.7799987792969,46.689998626709,1366800,46.689998626709
2019-05-07,46.3899993896484,46.6800003051758,45.2400016784668,45.6500015258789,1129800,45.6500015258789
2019-05-08,45.6399993896484,46.060001373291,45.2900009155273,45.7200012207031,1015100,45.7200012207031
2019-05-09,45.310001373291,45.6399993896484,44.6100006103516,45.5,1257800,45.5
2019-05-10,45.3899993896484,45.6199989318848,44.7000007629395,45.5999984741211,1312100,45.5999984741211
2019-05-13,44.8400001525879,45.1500015258789,44.4900016784668,44.6100006103516,1185600,44.6100006103516
2019-05-14,44.7599983215332,45.25,44.6800003051758,44.9099998474121,1068200,44.9099998474121
2019-05-15,44.5999984741211,45.0099983215332,44.5,44.8899993896484,1156400,44.8899993896484
2019-05-16,45.0499992370605,45.7299995422363,44.7299995422363,45.0699996948242,2230700,45.0699996948242
2019-05-17,44.75,45.2900009155273,44.75,44.8699989318848,1285700,44.8699989318848
2019-05-20,44.6199989318848,45.060001373291,44.5699996948242,44.7999992370605,1168800,44.7999992370605
2019-05-21,45,45.310001373291,44.7999992370605,44.8499984741211,1441200,44.8499984741211
2019-05-22,44.7999992370605,45.1300010681152,44.5499992370605,44.9799995422363,1322400,44.9799995422363
2019-05-23,44.7000007629395,44.8699989318848,44.2900009155273,44.6800003051758,1949700,44.6800003051758
2019-05-24,44.8800010681152,45.1599998474121,44.5900001525879,44.689998626709,848200,44.689998626709
2019-05-28,44.6800003051758,45.0099983215332,44.0400009155273,44.0800018310547,2047800,44.0800018310547
2019-05-29,43.8699989318848,43.9900016784668,43.3899993896484,43.5900001525879,1174400,43.5900001525879
2019-05-30,43.7599983215332,44.2200012207031,43.7599983215332,43.939998626709,736500,43.939998626709
2019-05-31,43.6300010681152,44.0699996948242,43,44.0099983215332,1483500,44.0099983215332
2019-06-03,44.0699996948242,44.4700012207031,43.8899993896484,44.060001373291,1230700,44.060001373291
2019-06-04,44.4099998474121,45.1100006103516,44.1599998474121,45.0800018310547,1319800,45.0800018310547
2019-06-05,45.3199996948242,46.560001373291,45.2599983215332,46.4500007629395,2305800,46.4500007629395
2019-06-06,46.5,46.6199989318848,46.0699996948242,46.310001373291,1445600,46.310001373291
2019-06-07,46.6199989318848,47.1599998474121,46.439998626709,47,956600,47
2019-06-10,47.0900001525879,48.1300010681152,47.0099983215332,48.0499992370605,1261000,48.0499992370605
2019-06-11,48.1699981689453,48.3499984741211,47.2900009155273,47.7599983215332,901400,47.7599983215332
2019-06-12,47.689998626709,48.25,47.689998626709,48.1500015258789,1036600,48.1500015258789
2019-06-13,48.2900009155273,48.2900009155273,47.5699996948242,47.6800003051758,1002800,47.6800003051758
2019-06-14,47.8400001525879,48.3499984741211,47.5699996948242,47.8400001525879,1043000,47.8400001525879
2019-06-17,47.8899993896484,48.0299987792969,47.3600006103516,47.7900009155273,1078000,47.7900009155273
