date,ticker,trade_type,position_type,quantity,price,value,option_details
2022-04-06,HD,open,option,1,8.61221475003913,861.2214750039129,"{'strike': 276, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion'}"
2022-04-06,BAC,open,option,1,1.6432839317316947,164.32839317316947,"{'strike': 37, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion'}"
2022-04-06,BAC,open,option,1,1.9428940572380853,194.28940572380853,"{'strike': 37, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion'}"
2022-04-06,KO,open,option,1,1.4579646895002192,145.7964689500219,"{'strike': 58, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion'}"
2022-04-06,KO,open,option,1,1.695330701966622,169.5330701966622,"{'strike': 58, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion'}"
2022-04-06,CRM,open,option,1,11.418586000471706,1141.8586000471705,"{'strike': 200, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion'}"
2022-04-06,CRM,open,option,1,11.385514363771748,1138.5514363771747,"{'strike': 200, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion'}"
2022-04-06,CVX,open,option,1,6.0312773541826346,603.1277354182635,"{'strike': 147, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion'}"
2022-04-06,CVX,open,option,1,6.132147694982493,613.2147694982493,"{'strike': 147, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion'}"
2022-04-06,ORCL,open,option,1,2.7225285296644657,272.25285296644654,"{'strike': 79, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion'}"
2022-04-06,ORCL,open,option,1,2.9433352435439772,294.3335243543977,"{'strike': 79, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion'}"
2022-04-06,MRK,open,option,1,1.6884744485682646,168.84744485682646,"{'strike': 78, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion'}"
2022-04-06,MRK,open,option,1,1.5854384182142738,158.54384182142738,"{'strike': 78, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion'}"
2022-04-06,PM,open,option,1,3.9601156460079707,396.0115646007971,"{'strike': 85, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion'}"
2022-04-06,PM,open,option,1,3.7084591109330134,370.8459110933013,"{'strike': 85, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion'}"
2022-04-06,CSCO,open,option,1,1.6524202716960836,165.24202716960838,"{'strike': 49, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion'}"
2022-04-06,CSCO,open,option,2,1.0737161429458375,214.7432285891675,"{'strike': 49, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion'}"
2022-04-06,WFC,open,option,1,2.558576483646444,255.85764836464443,"{'strike': 44, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion'}"
2022-04-06,WFC,open,option,1,2.3030338168341693,230.30338168341694,"{'strike': 44, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion'}"
2022-04-06,IBM,open,option,1,2.1781150052220397,217.81150052220397,"{'strike': 114, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion'}"
2022-04-06,IBM,open,option,1,2.0388529479378406,203.88529479378406,"{'strike': 114, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion'}"
2022-04-06,ABT,open,option,1,3.673578787196142,367.3578787196142,"{'strike': 113, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion'}"
2022-04-06,ABT,open,option,1,3.297670335775628,329.76703357756276,"{'strike': 113, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion'}"
2022-04-06,LIN,open,option,1,14.63760972482126,1463.760972482126,"{'strike': 303, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion'}"
2022-04-06,LIN,open,option,1,14.590467697295765,1459.0467697295765,"{'strike': 303, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion'}"
2022-04-06,GE,open,option,1,2.3560039857739277,235.60039857739275,"{'strike': 55, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion'}"
2022-04-06,GE,open,option,1,2.075748778479305,207.5748778479305,"{'strike': 55, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion'}"
2022-04-06,MCD,open,option,1,7.230271649960343,723.0271649960343,"{'strike': 235, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion'}"
2022-04-06,MCD,open,option,1,7.07739613467507,707.739613467507,"{'strike': 235, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion'}"
2022-04-06,PEP,open,option,1,4.209550224745641,420.9550224745641,"{'strike': 158, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion'}"
2022-04-06,PEP,open,option,1,4.15687043961384,415.687043961384,"{'strike': 158, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion'}"
2022-04-06,ACN,open,option,1,10.349416202857412,1034.9416202857412,"{'strike': 326, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion'}"
2022-04-06,ACN,open,option,1,9.76791498313193,976.7914983131931,"{'strike': 326, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion'}"
2022-04-06,TMO,open,option,1,18.488068405594845,1848.8068405594845,"{'strike': 583, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion'}"
2022-04-06,TMO,open,option,1,17.73252586696367,1773.252586696367,"{'strike': 583, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion'}"
2022-04-06,T,open,option,4,0.4086324267006951,163.45297068027804,"{'strike': 15, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion'}"
2022-04-06,T,open,option,6,0.26756772625047187,160.54063575028312,"{'strike': 15, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion'}"
2022-04-06,VZ,open,option,1,0.9479691748887014,94.79691748887014,"{'strike': 44, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion'}"
2022-04-06,VZ,open,option,1,1.0688722783401268,106.88722783401268,"{'strike': 44, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion'}"
2022-04-06,DIS,open,option,1,5.076683444206296,507.6683444206296,"{'strike': 131, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion'}"
2022-04-06,DIS,open,option,1,4.90924736750528,490.92473675052804,"{'strike': 131, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion'}"
2022-04-06,PLTR,open,option,1,1.206362884961746,120.6362884961746,"{'strike': 13, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion'}"
2022-04-06,PLTR,open,option,1,1.185010576598712,118.50105765987121,"{'strike': 13, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion'}"
2022-04-06,ISRG,open,option,1,14.98825289467996,1498.8252894679958,"{'strike': 289, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion'}"
2022-04-06,ISRG,open,option,1,14.843561227183187,1484.3561227183186,"{'strike': 289, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion'}"
2022-04-06,QCOM,open,option,1,8.808412102721405,880.8412102721405,"{'strike': 130, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion'}"
2022-04-06,QCOM,open,option,1,8.537897441943073,853.7897441943073,"{'strike': 130, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion'}"
2022-04-06,ADBE,open,option,1,28.994531989913895,2899.4531989913894,"{'strike': 444, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion'}"
2022-04-06,ADBE,open,option,1,27.93528196278737,2793.528196278737,"{'strike': 444, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion'}"
2022-04-06,RTX,open,option,1,3.1987864171714904,319.87864171714904,"{'strike': 92, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion'}"
2022-04-06,RTX,open,option,1,3.4074647606762625,340.74647606762625,"{'strike': 92, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion'}"
2022-04-06,NOW,open,option,1,41.43336442571453,4143.336442571453,"{'strike': 528, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion'}"
2022-04-06,NOW,open,option,1,40.61612000209257,4061.612000209257,"{'strike': 528, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion'}"
2022-04-06,GS,open,option,1,10.157556022825872,1015.7556022825872,"{'strike': 292, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion'}"
2022-04-06,GS,open,option,1,9.80533069838097,980.533069838097,"{'strike': 292, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion'}"
2022-04-06,AMGN,open,option,1,5.1167074840144835,511.67074840144835,"{'strike': 227, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion'}"
2022-04-06,AMGN,open,option,1,4.33854411642379,433.85441164237903,"{'strike': 227, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion'}"
2022-04-07,SPY,close,option,27,9.608283434875176,25942.365274162978,"{'strike': 427, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,MSFT,close,option,-2,9.918619826162512,-1983.7239652325025,"{'strike': 292, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,AMZN,close,option,-2,6.890131325365971,-1378.0262650731943,"{'strike': 159, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,GOOGL,close,option,-1,4.810264358894003,-481.02643588940026,"{'strike': 136, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,GOOG,close,option,-1,4.626812539245826,-462.6812539245826,"{'strike': 137, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,TSLA,close,option,-1,23.00376847827792,-2300.376847827792,"{'strike': 349, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,LLY,close,option,-1,6.651351983969704,-665.1351983969704,"{'strike': 298, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,V,close,option,-1,7.38436715714775,-738.436715714775,"{'strike': 214, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,XOM,close,option,-1,2.669796031327042,-266.9796031327042,"{'strike': 75, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,UNH,close,option,-1,12.854937117662615,-1285.4937117662616,"{'strike': 509, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,MA,close,option,-1,13.53877468202785,-1353.877468202785,"{'strike': 347, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,COST,close,option,-1,4.805347905301858,-480.5347905301858,"{'strike': 561, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,NFLX,close,option,-1,16.406238359483552,-1640.6238359483552,"{'strike': 368, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,PG,close,option,-1,3.7227877709479813,-372.2787770947981,"{'strike': 146, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,JNJ,close,option,-1,4.134533920455937,-413.45339204559366,"{'strike': 167, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,ABBV,close,option,-1,1.8382713452823793,-183.82713452823793,"{'strike': 151, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,WMT,close,option,-2,1.0269858232713247,-205.39716465426494,"{'strike': 50, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,HD,close,option,-1,6.7549795058171185,-675.4979505817118,"{'strike': 276, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,BAC,close,option,-1,1.4502853368048214,-145.02853368048216,"{'strike': 37, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,KO,close,option,-1,1.4702951192734908,-147.02951192734906,"{'strike': 58, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,CRM,close,option,-1,9.735764101242538,-973.5764101242537,"{'strike': 200, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,CVX,close,option,-1,5.0831590613637445,-508.31590613637445,"{'strike': 147, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,ORCL,close,option,-1,2.4437054119282067,-244.37054119282067,"{'strike': 79, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,MRK,close,option,-1,0.6646972098089989,-66.4697209808999,"{'strike': 78, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,PM,close,option,-1,3.071648643624414,-307.1648643624414,"{'strike': 85, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,CSCO,close,option,-2,0.9564830254929468,-191.29660509858937,"{'strike': 49, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,IBM,close,option,-1,1.7999307906753614,-179.99307906753614,"{'strike': 114, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,ABT,close,option,-1,2.092139295433668,-209.21392954336682,"{'strike': 113, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,LIN,close,option,-1,12.825185816940348,-1282.5185816940348,"{'strike': 303, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,MCD,close,option,-1,5.720378213291809,-572.0378213291809,"{'strike': 235, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,TMO,close,option,-1,9.372109644751305,-937.2109644751305,"{'strike': 583, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,T,close,option,-4,0.3026678926109412,-121.06715704437647,"{'strike': 15, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,DIS,close,option,-1,4.471682168842811,-447.16821688428115,"{'strike': 131, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,PLTR,close,option,-1,0.9529643288201042,-95.29643288201042,"{'strike': 13, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,ISRG,close,option,-1,12.587417785312738,-1258.7417785312737,"{'strike': 289, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,ADBE,close,option,-1,21.126419796438086,-2112.6419796438086,"{'strike': 444, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,RTX,close,option,-1,2.317665698834759,-231.76656988347588,"{'strike': 92, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,NOW,close,option,-1,35.224696751939746,-3522.4696751939746,"{'strike': 528, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,GS,close,option,-1,9.005884044856288,-900.5884044856288,"{'strike': 292, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'call', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,AMGN,close,option,-1,3.4889716325495925,-348.89716325495925,"{'strike': 227, 'expiration': datetime.date(2022, 5, 6), 'option_type': 'put', 'strategy': 'dispersion', 'exit_reason': 'stop_loss'}"
2022-04-07,SPY,open,option,-24,11.88026958503852,-28512.647004092447,"{'strike': 430, 'expiration': datetime.date(2022, 5, 9), 'option_type': 'call', 'strategy': 'dispersion'}"
2022-04-07,SPY,open,option,-24,11.599552828040572,-27838.926787297372,"{'strike': 430, 'expiration': datetime.date(2022, 5, 9), 'option_type': 'put', 'strategy': 'dispersion'}"
2022-04-07,AAPL,open,option,4,6.594604988548298,2637.841995419319,"{'strike': 169, 'expiration': datetime.date(2022, 5, 9), 'option_type': 'call', 'strategy': 'dispersion'}"
2022-04-07,AAPL,open,option,5,5.903363745590369,2951.6818727951845,"{'strike': 169, 'expiration': datetime.date(2022, 5, 9), 'option_type': 'put', 'strategy': 'dispersion'}"
2022-04-07,NVDA,open,option,12,2.100656802024753,2520.788162429704,"{'strike': 24, 'expiration': datetime.date(2022, 5, 9), 'option_type': 'call', 'strategy': 'dispersion'}"
