date,value,cash,drawdown,long_exposure,short_exposure,net_exposure,net_exposure_pct,index_exposure,components_exposure,recovery_mode,return,cumulative_return
2022-12-15,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,
2022-12-16,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2022-12-19,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2022-12-20,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2022-12-21,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2022-12-22,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2022-12-23,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2022-12-27,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2022-12-28,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2022-12-29,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2022-12-30,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2023-01-03,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2023-01-04,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2023-01-05,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2023-01-06,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2023-01-09,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2023-01-10,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2023-01-11,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2023-01-12,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2023-01-13,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2023-01-17,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2023-01-18,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2023-01-19,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2023-01-20,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2023-01-23,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2023-01-24,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2023-01-25,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2023-01-26,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2023-01-27,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2023-01-30,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2023-01-31,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2023-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2023-02-02,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2023-02-03,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2023-02-06,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2023-02-07,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2023-02-08,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2023-02-09,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2023-02-10,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2023-02-13,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2023-02-14,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2023-02-15,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2023-02-16,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2023-02-17,1000000.0,1127391.9279291453,0.0,58736.81821834442,-93064.3730737451,-34327.554855400675,-0.03432755485540068,58736.81821834442,-93064.3730737451,False,0.0,0.0
2023-02-21,1094355.4180640574,1276466.9883178102,0.0,110435.7524134868,-168435.5686763811,-57999.81626289431,-0.052999067127110736,110435.7524134868,-168435.5686763811,False,0.09435541806405734,0.09435541806405734
2023-02-22,1223501.4233557677,1437234.0704438249,0.0,180183.1122587865,-237061.92780956381,-56878.815550777304,-0.046488556911337714,180183.1122587865,-237061.92780956381,False,0.11801102563203192,0.22350142335576773
2023-02-23,1376773.8606975554,1584261.1704811105,0.0,190878.14686957913,-262260.0204581018,-71381.87358852269,-0.051847202816849236,190878.14686957913,-262260.0204581018,False,0.12527360770974716,0.3767738606975555
2023-02-24,1499097.2241374832,1698612.770537491,0.0,187919.8919381693,-314394.32771047315,-126474.43577230384,-0.08436706688258452,187919.8919381693,-314394.32771047315,False,0.08884782529060486,0.49909722413748336
2023-02-27,1580755.1738234446,1731454.7640205882,0.0,131700.3934500228,-216715.99668097272,-85015.60323094993,-0.053781638446464046,131700.3934500228,-216715.99668097272,False,0.05447141677748357,0.5807551738234449
2023-02-28,1648986.8993505372,1724765.2006140202,0.0,92143.46449535848,-181300.89257197632,-89157.42807661784,-0.054068002669841096,92143.46449535848,-181300.89257197632,False,0.04316400582264568,0.6489868993505374
2023-03-01,1636294.3298587045,1741810.1102464937,0.0076971924378730905,97890.97341645876,-169316.93453930167,-71425.96112284291,-0.04365104725933421,97890.97341645876,-169316.93453930167,False,-0.007697192437873035,0.6362943298587047
2023-03-02,1665219.7225410473,1757942.271862295,0.0,79609.7006411388,-140067.92673078374,-60458.226089644944,-0.036306455701466546,79609.7006411388,-140067.92673078374,False,0.017677377568643404,0.6652197225410474
2023-03-03,1678239.881708738,1867033.7819362658,0.0,99251.77344752876,-215663.65779106633,-116411.88434353757,-0.06936546176283821,99251.77344752876,-215663.65779106633,False,0.007818883593224912,0.6782398817087383
2023-03-06,1755430.1393017373,1902678.414722669,0.0,94970.97821148211,-170929.9880596072,-75959.00984812508,-0.043270881675951806,94970.97821148211,-170929.9880596072,False,0.04599477013643982,0.7554301393017377
2023-03-07,1829817.9648378408,1886538.7987142515,0.0,68003.67580667774,-157003.74169992295,-89000.0658932452,-0.04863875402006583,68003.67580667774,-157003.74169992295,False,0.04237583932886846,0.8298179648378414
2023-03-08,1793053.1864277096,1901253.3964760008,0.02009204145800876,63738.162847861415,-142509.17737265304,-78771.01452479162,-0.04393122029008336,63738.162847861415,-142509.17737265304,False,-0.020092041458008802,0.7930531864277102
2023-03-09,1838238.4259174692,1906748.6948303122,0.0,98733.20511496688,-156252.87731918728,-57519.67220422039,-0.031290648369246325,98733.20511496688,-156252.87731918728,False,0.02520016686163218,0.8382384259174698
2023-03-10,1870037.622116525,1908784.951231612,0.0,126319.73241612055,-160994.54872860853,-34674.81631248798,-0.018542309471422675,126319.73241612055,-160994.54872860853,False,0.01729873326044995,0.8700376221165256
2023-03-13,1877448.2424801304,1908784.951231612,0.0,129094.01363134533,-160430.7223828263,-31336.70875148097,-0.016691117252896848,129094.01363134533,-160430.7223828263,False,0.003962818863086914,0.8774482424801311
2023-03-14,1856546.22276259,1913778.074525866,0.011133206894656416,95551.48581490583,-142797.09098967444,-47245.605174768614,-0.025448116828713212,95551.48581490583,-142797.09098967444,False,-0.011133206894656467,0.8565462227625906
2023-03-15,1875975.9502595589,1913973.4605603677,0.0007841985665749322,109172.242709274,-146778.9809410801,-37606.73823180611,-0.020046492721083588,109172.242709274,-146778.9809410801,False,0.010465523162712875,0.8759759502595597
2023-03-16,1851529.9867866985,1925516.2405288485,0.013805044052342895,74593.29449353476,-125493.98829872304,-50900.693805188275,-0.027491152813315024,74593.29449353476,-125493.98829872304,False,-0.01303106442781321,0.8515299867866992
2023-03-17,1888651.2725026817,1929417.6689225174,0.0,96482.52348638151,-129446.0631188791,-32963.53963249759,-0.017453481281812858,96482.52348638151,-129446.0631188791,False,0.020048978942224238,0.8886512725026825
2023-03-20,1907546.4620074038,1934395.4589611616,0.0,75054.85040992944,-91948.26728639884,-16893.416876469404,-0.00885609719759677,75054.85040992944,-91948.26728639884,False,0.010004594167182468,0.9075464620074045
2023-03-21,1894630.8906663992,1936232.4393793026,0.006770776805830986,49719.46562026485,-87647.05349688628,-37927.58787662143,-0.02001845745441274,49719.46562026485,-87647.05349688628,False,-0.006770776805830936,0.8946308906664
2023-03-22,1920460.3179037776,1936232.4393793026,0.0,76411.19799345665,-92183.31946898173,-15772.121475525084,-0.008212677621342722,76411.19799345665,-92183.31946898173,False,0.013632960047586629,0.9204603179037785
2023-03-23,1932113.3010297955,1938396.0032698575,0.0,71074.39178052405,-73029.9662394757,-1955.5744589516544,-0.0010121427443770272,71074.39178052405,-73029.9662394757,False,0.00606780729462697,0.9321133010297966
2023-03-24,1939765.468725277,1939143.3964640244,0.0,57816.01556954791,-55699.15691996152,2116.858649586393,0.0010912961817891795,57816.01556954791,-55699.15691996152,False,0.003960517062536084,0.9397654687252781
2023-03-27,1953791.2331743927,1939505.582675284,0.0,48855.52144068935,-33845.49851906177,15010.022921627577,0.007682511143854541,48855.52144068935,-33845.49851906177,False,0.007230649619890839,0.9537912331743938
2023-03-28,1957160.0903743235,1939505.582675284,0.0,50476.49508012529,-32821.987381085644,17654.50769903965,0.009020471951102924,50476.49508012529,-32821.987381085644,False,0.0017242667193553274,0.9571600903743247
2023-03-29,1930401.847355871,1914767.7607938533,0.013671974587083881,0.0,-33841.557200843956,-33841.557200843956,-0.01753083548236226,0.0,-33841.557200843956,False,-0.013671974587083913,0.9304018473558722
2023-03-30,1879088.5940056397,1916151.5427429287,0.03989019434468032,0.0,-34295.384839138234,-34295.384839138234,-0.018251073924104348,0.0,-34295.384839138234,False,-0.0265816433094056,0.8790885940056408
2023-03-31,1880707.9022405087,1916531.2168929034,0.03906281786033799,0.0,-35063.96635244557,-35063.96635244557,-0.018644025640916096,0.0,-35063.96635244557,False,0.0008617519365690107,0.8807079022405098
2023-04-03,1916493.2168929034,1916569.2168929034,0.020778511518514675,0.0,0.0,0.0,0.0,0.0,0.0,False,0.019027577121233596,0.9164932168929045
2023-04-04,1916569.2168929034,1916569.2168929034,0.020739679743651807,0.0,0.0,0.0,0.0,0.0,0.0,False,3.965576258235792e-05,0.9165692168929043
2023-04-05,1916569.2168929034,1916569.2168929034,0.020739679743651807,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.9165692168929043
2023-04-06,1916569.2168929034,1916569.2168929034,0.020739679743651807,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.9165692168929043
2023-04-10,1916569.2168929034,1914246.2867645144,0.020739679743651807,115260.57596697788,-114099.11090278358,1161.4650641943008,0.0006060125843392395,-114099.11090278358,115260.57596697788,False,0.0,0.9165692168929043
2023-04-11,1917308.0771467532,1883798.5683114114,0.020362163230064793,85582.24581510988,-112968.1738859743,-27385.928070864422,-0.014283530329470504,-112968.1738859743,85582.24581510988,False,0.0003855119070772517,0.9173080771467541
2023-04-12,1859093.3945253969,1922927.434683234,0.0501066296677706,74808.44120326507,-60384.748617457386,14423.692585807687,0.007758455077233962,-60384.748617457386,74808.44120326507,False,-0.03036271703814475,0.8590933945253978
2023-04-13,1946285.675825587,1940805.3389968933,0.005556221283184201,41236.145456012426,0.0,41236.145456012426,0.021187098054616587,0.0,41236.145456012426,False,0.046900430907318214,0.946285675825588
2023-04-14,1980309.2078572263,1901301.4701365603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.017481263133279246,0.9803092078572273
2023-04-17,1901301.4701365603,1901301.4701365603,0.039896667352345205,0.0,0.0,0.0,0.0,0.0,0.0,False,-0.039896667352345205,0.9013014701365614
2023-04-18,1901301.4701365603,1901301.4701365603,0.039896667352345205,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.9013014701365614
2023-04-19,1901301.4701365603,1901301.4701365603,0.039896667352345205,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.9013014701365614
2023-04-20,1901301.4701365603,1901301.4701365603,0.039896667352345205,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.9013014701365614
2023-04-21,1901301.4701365603,1901301.4701365603,0.039896667352345205,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.9013014701365614
2023-04-24,1901301.4701365603,1901301.4701365603,0.039896667352345205,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.9013014701365614
2023-04-25,1901301.4701365603,1901301.4701365603,0.039896667352345205,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.9013014701365614
