date,value,cash,drawdown,long_exposure,short_exposure,net_exposure,net_exposure_pct,index_exposure,components_exposure,recovery_mode,return,cumulative_return
2019-11-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,
2019-11-04,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-11-05,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-11-06,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-11-07,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-11-08,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-11-11,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-11-12,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-11-13,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-11-14,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-11-15,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-11-18,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-11-19,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-11-20,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-11-21,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-11-22,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-11-25,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-11-26,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-11-27,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-11-29,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-12-02,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-12-03,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-12-04,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-12-05,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-12-06,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-12-09,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-12-10,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-12-11,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-12-12,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-12-13,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-12-16,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-12-17,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-12-18,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-12-19,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-12-20,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-12-23,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-12-24,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-12-26,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-12-27,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-12-30,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2019-12-31,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
2020-01-02,1000000.0,967224.2253278815,0.0,55922.670281638595,-39534.78294557942,16387.887336059175,0.016387887336059174,-39534.78294557942,55922.670281638595,False,0.0,0.0
2020-01-03,980805.964524551,962594.1833860412,0.019194035475449053,36594.5331873303,-27642.835932501424,8951.697254828876,0.009126878892063265,-27642.835932501424,36594.5331873303,False,-0.019194035475449067,-0.019194035475449067
2020-01-06,972964.041018269,921425.3572945024,0.027035958981730977,84842.33577377419,-62080.508415974924,22761.827357799266,0.023394315101283248,-62080.508415974924,84842.33577377419,False,-0.007995387252853092,-0.027035958981730945
2020-01-07,943462.2035013266,875424.741752422,0.05653779649867339,111054.6049031612,-82847.4783908494,28207.126512311806,0.029897463202692192,-82847.4783908494,111054.6049031612,False,-0.030321611357873923,-0.05653779649867341
2020-01-08,908167.9320159552,831814.1661984475,0.09183206798404478,119956.31964492548,-77031.7625042318,42924.55714069368,0.04726499981716989,-77031.7625042318,119956.31964492548,False,-0.03740931152767879,-0.09183206798404486
2020-01-09,877318.9594191562,828037.0276061213,0.12268104058084381,86456.16825743167,-44728.513629048764,41727.6546283829,0.04756269561985688,-44728.513629048764,86456.16825743167,True,-0.0339683570728162,-0.12268104058084395
2020-01-10,872997.061288793,819904.965741161,0.12700293871120702,77094.2064790183,-40266.234661307535,36827.97181771077,0.0421856767345152,-40266.234661307535,77094.2064790183,True,-0.004926256390520245,-0.12700293871120716
2020-01-13,856304.6449730886,814750.3051818851,0.14369535502691136,78932.48310299225,-47687.46443034048,31245.01867265177,0.03648820411762886,-47687.46443034048,78932.48310299225,True,-0.019120816158374687,-0.14369535502691155
2020-01-14,843049.8138778601,810052.2207402206,0.15695018612213993,68541.13648124068,-44939.712226929965,23601.424254310718,0.027995290273238896,-44939.712226929965,68541.13648124068,True,-0.01547910684946141,-0.15695018612214007
2020-01-15,835980.6841656839,809930.4109776655,0.1640193158343161,73616.9373823766,-47810.28371946835,25806.653662908255,0.03086991619748191,-47810.28371946835,73616.9373823766,True,-0.00838518625567286,-0.16401931583431628
2020-01-16,832345.5924907615,809930.4109776655,0.16765440750923846,83220.9703459684,-60805.78883287263,22415.181513095762,0.026930137812130668,-60805.78883287263,83220.9703459684,True,-0.004348296251067363,-0.16765440750923866
2020-01-17,834064.1831507238,809930.4109776655,0.1659358168492762,89734.4068187847,-65600.63464572624,24133.77217305846,0.028935149908837703,-65600.63464572624,89734.4068187847,True,0.002064756124699807,-0.1659358168492765
2020-01-21,838832.1623193406,809851.2406484447,0.16116783768065937,89645.01997915904,-60822.43896670452,28822.581012454524,0.03436036707600854,-60822.43896670452,89645.01997915904,True,0.005716561464856884,-0.1611678376806598
2020-01-22,840592.454122203,809019.2352969002,0.15940754587779696,90445.35204995118,-60536.143927737314,29909.208122213866,0.03558110470245281,-60536.143927737314,90445.35204995118,True,0.002098502992535778,-0.15940754587779737
2020-01-23,837477.4557935632,808423.2800514086,0.16252254420643683,90037.92540054605,-62175.66014937473,27862.265251171324,0.0332692719767245,-62175.66014937473,90037.92540054605,True,-0.0037057176915687995,-0.1625225442064373
2020-01-24,842909.1621144321,806884.0066851039,0.1570908378855679,80686.6151502894,-47740.00645357037,32946.608696719035,0.03908678440992702,-47740.00645357037,80686.6151502894,True,0.006485794075163476,-0.15709083788556844
2020-01-27,844660.7729411983,827372.9132261535,0.15533922705880168,58265.67279714404,0.0,58265.67279714404,0.06898115156248678,0.0,58265.67279714404,True,0.002078054083991976,-0.15533922705880232
2020-01-28,895060.8898954416,759684.9365568653,0.1049391101045584,0.0,0.0,0.0,0.0,0.0,0.0,True,0.05966906309469633,-0.10493911010455903
2020-01-29,759684.9365568653,759684.9365568653,0.24031506344313466,0.0,0.0,0.0,0.0,0.0,0.0,True,-0.15124775852332284,-0.24031506344313514
2020-01-30,759684.9365568653,759684.9365568653,0.24031506344313466,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,-0.24031506344313514
2020-01-31,759684.9365568653,759684.9365568653,0.24031506344313466,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,-0.24031506344313514
2020-02-03,759684.9365568653,759684.9365568653,0.24031506344313466,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,-0.24031506344313514
2020-02-04,759684.9365568653,759684.9365568653,0.24031506344313466,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,-0.24031506344313514
2020-02-05,759684.9365568653,759684.9365568653,0.24031506344313466,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,-0.24031506344313514
2020-02-06,759684.9365568653,759684.9365568653,0.24031506344313466,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,-0.24031506344313514
2020-02-07,759684.9365568653,759684.9365568653,0.24031506344313466,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,-0.24031506344313514
2020-02-10,759684.9365568653,759684.9365568653,0.24031506344313466,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,-0.24031506344313514
2020-02-11,759684.9365568653,759684.9365568653,0.24031506344313466,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,-0.24031506344313514
2020-02-12,759684.9365568653,759684.9365568653,0.24031506344313466,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,-0.24031506344313514
2020-02-13,759684.9365568653,759684.9365568653,0.24031506344313466,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,-0.24031506344313514
2020-02-14,759684.9365568653,759684.9365568653,0.24031506344313466,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,-0.24031506344313514
2020-02-18,759684.9365568653,759684.9365568653,0.24031506344313466,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,-0.24031506344313514
2020-02-19,759684.9365568653,759684.9365568653,0.24031506344313466,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,-0.24031506344313514
2020-02-20,759684.9365568653,759684.9365568653,0.24031506344313466,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,-0.24031506344313514
2020-02-21,759684.9365568653,759684.9365568653,0.24031506344313466,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,-0.24031506344313514
2020-02-24,759684.9365568653,759684.9365568653,0.24031506344313466,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,-0.24031506344313514
2020-02-25,759684.9365568653,782349.5809941902,0.24031506344313466,3383.4394102885317,-14715.761628951032,-11332.322218662499,-0.014917134292571603,-14715.761628951032,3383.4394102885317,True,0.0,-0.24031506344313514
2020-02-26,771433.3471518987,810631.8073098887,0.22856665284810135,5100.021723889222,-21900.261308803398,-16800.239584914176,-0.021777953528895264,-21900.261308803398,5100.021723889222,True,0.015464846056157056,-0.22856665284810174
2020-02-27,778934.8795984376,839023.4176102462,0.22106512040156243,6719.109545923642,-47075.70293827589,-40356.59339235225,-0.05180997083242336,-47075.70293827589,6719.109545923642,True,0.009724148527198384,-0.2210651204015629
2020-02-28,797858.1541348548,863162.0155359104,0.20214184586514522,9627.222445164338,-63806.23830620199,-54179.01586103765,-0.06790557391719063,-63806.23830620199,9627.222445164338,True,0.02429378248689118,-0.20214184586514572
2020-03-02,825253.2852341037,867479.0374195338,0.17474671476589632,4866.667602687843,-38458.37602087112,-33591.708418183276,-0.04070472546941046,-38458.37602087112,4866.667602687843,True,0.03433584147417079,-0.17474671476589687
2020-03-03,829946.1007335975,866547.6341508674,0.17005389926640246,3600.43330075117,-42064.7732553539,-38464.339954602736,-0.04634558788890475,-42064.7732553539,3600.43330075117,True,0.005686515380744828,-0.1700538992664029
2020-03-04,833512.3308400377,899582.937461697,0.16648766915996233,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0042969418174119145,-0.16648766915996271
2020-03-05,899582.937461697,922965.2501744332,0.10041706253830297,3999.2910985885837,-15690.447454956615,-11691.156356368032,-0.012996196203272059,-15690.447454956615,3999.2910985885837,True,0.07926770148087847,-0.1004170625383034
2020-03-06,910719.899731582,951837.6432040029,0.08928010026841797,6347.395008908171,-25617.86138750058,-19270.46637859241,-0.02115959735180051,-25617.86138750058,6347.395008908171,True,0.012380139513661126,-0.08928010026841848
2020-03-09,918700.2640722946,981679.2720399258,0.08129973592770542,10444.611265596148,-53828.89112651931,-43384.27986092316,-0.04722354129802357,-53828.89112651931,10444.611265596148,True,0.0087626989846874,-0.0812997359277059
2020-03-10,949584.4238786461,1010041.4493410669,0.050415576121353896,10284.162737038503,-52058.03468440729,-41773.87194736879,-0.043991740909923936,-52058.03468440729,10284.162737038503,True,0.033617231880888276,-0.05041557612135428
2020-03-11,958300.906081252,1037654.1123078797,0.041699093918747966,13295.70565037781,-73743.21024911986,-60447.50459874205,-0.06307779134419064,-73743.21024911986,13295.70565037781,True,0.00917925987770829,-0.041699093918748265
2020-03-12,940149.5463006798,1135158.6783150795,0.059850453699320204,0.0,0.0,0.0,0.0,0.0,0.0,True,-0.01894119025181562,-0.059850453699320516
