date,continuous_portfolio_value
2022-06-29,1602157.3007205348
2022-06-30,1605443.4208179666
2022-07-01,1599022.3844111206
2022-07-05,1598905.6465396942
2022-07-06,1600317.806891149
2022-07-07,1593175.463002665
2022-07-08,1567867.0143729912
2022-07-11,1567867.0143729912
2022-07-12,1567867.0143729912
2022-07-13,1567867.0143729912
2022-07-14,1567867.0143729912
2022-07-15,1567867.0143729912
2022-07-18,1567867.0143729912
2022-07-19,1567867.0143729912
2022-07-20,1567867.0143729912
2022-07-21,1567867.0143729912
2022-07-22,1567867.0143729912
2022-07-25,1567867.0143729912
2022-07-26,1567867.0143729912
2022-07-27,1567867.0143729912
2022-07-28,1586434.3061508683
2022-07-29,1574260.2112653356
2022-08-01,1558515.9838396332
2022-08-02,1542332.75972952
2022-08-03,1548151.1546718394
2022-08-04,1493142.833308781
2022-08-05,1492075.9135336543
2022-08-08,1502217.0870186961
2022-08-09,1513245.261047041
2022-08-10,1449075.7082331106
2022-08-11,1429877.4280292387
2022-08-12,1449168.3003027919
2022-08-15,1455433.3290268697
2022-08-16,1462997.0230126802
2022-08-17,1451075.9455502464
2022-08-18,1455973.9558410782
2022-08-19,1440073.7014552937
2022-08-22,1417432.7270576125
2022-08-23,1377530.4249810767
2022-08-24,1382978.7818207017
2022-08-25,1395451.8784358536
2022-08-26,1373284.9866745532
2022-08-29,1376185.8199245653
2022-08-30,1376194.5767703038
2022-08-31,1376194.5767703038
2022-09-01,1376194.5767703038
2022-09-02,1376194.5767703038
2022-09-06,1376194.5767703038
2022-09-07,1376194.5767703038
2022-09-08,1376194.5767703038
2022-09-09,1376194.5767703038
2022-09-12,1376194.5767703038
2022-09-13,1376194.5767703038
2022-09-14,1376194.5767703038
2022-09-15,1376194.5767703038
2022-09-16,1376194.5767703038
2022-09-19,1405083.8198378803
2022-09-20,1434901.8699249553
2022-09-21,1465705.7884603092
2022-09-22,1464657.0255995216
2022-09-23,1486880.0917572374
2022-09-26,1536442.3062224255
2022-09-27,1601806.8880473198
2022-09-28,1646044.4309923013
2022-09-29,1739912.187767111
2022-09-30,1825308.6733366533
2022-10-03,1927624.2050401154
2022-10-04,1976236.2367378667
2022-10-05,2020214.4065904727
2022-10-06,2025248.825082908
2022-10-07,2036342.1566563863
2022-10-10,2031433.945942984
2022-10-11,2064139.4331993537
2022-10-12,2139431.601640262
2022-10-13,2221878.004850879
2022-10-14,2317702.8198865023
2022-10-17,2275583.3899584217
2022-10-18,2259638.19660521
2022-10-19,2266267.4451456433
2022-10-20,2276872.614134131
2022-10-21,2363350.9458872736
2022-10-24,2363350.9458872736
2022-10-25,2363350.9458872736
2022-10-26,2363350.9458872736
2022-10-27,2363350.9458872736
2022-10-28,2363350.9458872736
2022-10-31,2363350.9458872736
2022-11-01,2363350.9458872736
2022-11-02,2363350.9458872736
2022-11-03,2363350.9458872736
2022-11-04,2363350.9458872736
2022-11-07,2363350.9458872736
2022-11-08,2363350.9458872736
2022-11-09,2363350.9458872736
2022-11-10,2363350.9458872736
2022-11-11,2363350.9458872736
2022-11-14,2363350.9458872736
2022-11-15,2363350.9458872736
2022-11-16,2363350.9458872736
2022-11-17,2363350.9458872736
2022-11-18,2363350.9458872736
2022-11-21,2363350.9458872736
2022-11-22,2363350.9458872736
2022-11-23,2363350.9458872736
2022-11-25,2363350.9458872736
2022-11-28,2363350.9458872736
2022-11-29,2363350.9458872736
2022-11-30,2363350.9458872736
2022-12-01,2363350.9458872736
2022-12-02,2363350.9458872736
2022-12-05,2363350.9458872736
2022-12-06,2363350.9458872736
2022-12-07,2363350.9458872736
2022-12-08,2363350.9458872736
2022-12-09,2363350.9458872736
2022-12-12,2558495.7599949646
2022-12-13,2790814.6036579744
2022-12-14,3017798.735492698
2022-12-15,3046825.950301375
2022-12-16,3074303.2712709797
2022-12-19,3105875.2301442865
2022-12-20,3114822.7740812562
2022-12-21,3116169.5679345825
2022-12-22,3128149.985016874
2022-12-23,3115769.7982227034
2022-12-27,3101247.517322263
2022-12-28,3127472.8576437817
2022-12-29,3123903.8198152175
2022-12-30,3189566.2716332134
2023-01-03,3189566.2716332134
2023-01-04,3189566.2716332134
2023-01-05,3189566.2716332134
2023-01-06,3189566.2716332134
2023-01-09,3189566.2716332134
2023-01-10,3189566.2716332134
2023-01-11,3189566.2716332134
2023-01-12,3189566.2716332134
2023-01-13,3189566.2716332134
2023-01-17,3189566.2716332134
2023-01-18,3189566.2716332134
2023-01-19,3189566.2716332134
2023-01-20,3189566.2716332134
2023-01-23,3189566.2716332134
2023-01-24,3189566.2716332134
2023-01-25,3189566.2716332134
2023-01-26,3189566.2716332134
2023-01-27,3189566.2716332134
2023-01-30,3189566.2716332134
2023-01-31,3189566.2716332134
2023-02-01,3189566.2716332134
2023-02-02,3189566.2716332134
2023-02-03,3189566.2716332134
2023-02-06,3189566.2716332134
2023-02-07,3189566.2716332134
2023-02-08,3189566.2716332134
2023-02-09,3189566.2716332134
2023-02-10,3189566.2716332134
2023-02-13,3189566.2716332134
2023-02-14,3189566.2716332134
2023-02-15,3189566.2716332134
2023-02-16,3189566.2716332134
2023-02-17,3189566.2716332134
2023-02-21,3490519.1306361817
2023-02-22,3902438.873230786
2023-02-23,4391311.469747167
2023-02-24,4781469.944007893
2023-02-27,5041923.386136958
2023-02-28,5259552.9965335075
2023-03-01,5219069.204981998
2023-03-02,5311328.661875344
2023-03-03,5352857.322407906
2023-03-06,5599060.764525216
2023-03-07,5836325.663875308
2023-03-08,5719061.966674284
2023-03-09,5863183.28252649
2023-03-10,5964608.926188045
2023-03-13,5988245.59095168
2023-03-14,5921577.213851602
2023-03-15,5983549.617342958
2023-03-16,5905577.596772345
2023-03-17,6023978.397651705
2023-03-20,6084245.856792084
2023-03-21,6043050.786063943
2023-03-22,6125435.455995889
2023-03-23,6162603.417938548
2023-03-24,6187010.513924937
2023-03-27,6231746.619145709
2023-03-28,6242491.812444557
2023-03-29,6157144.623024736
2023-03-30,5993477.600851067
2023-03-31,5998642.4917803835
2023-04-03,6112782.124415443
2023-04-04,6113024.531452087
2023-04-05,6113024.531452087
2023-04-06,6113024.531452087
2023-04-10,6113024.531452087
2023-04-11,6115381.175197217
2023-04-12,5929701.586994306
2023-04-13,6207807.1465761475
2023-04-14,6316327.456786097
2023-04-17,6064327.041354218
2023-04-18,6064327.041354218
2023-04-19,6064327.041354218
2023-04-20,6064327.041354218
2023-04-21,6064327.041354218
2023-04-24,6064327.041354218
2023-04-25,6064327.041354218
2023-04-26,6064327.041354218
2023-04-27,6064327.041354218
2023-04-28,6064327.041354218
2023-05-01,6415394.991116769
2023-05-02,7010162.9502353445
2023-05-03,6684381.26357138
2023-05-04,6809807.459843014
2023-05-05,6706613.607664971
2023-05-08,7337206.7310795365
2023-05-09,7733518.152920416
2023-05-10,7446153.318021346
2023-05-11,7663517.670155927
2023-05-12,7818291.822055302
2023-05-15,7552827.583059214
2023-05-16,7793807.837071965
2023-05-17,7636069.201077034
2023-05-18,6841091.809691725
2023-05-19,6916338.934408825
2023-05-22,6930042.813338702
2023-05-23,6998996.86645694
2023-05-24,6990363.272612824
2023-05-25,6767366.433217553
2023-05-26,6674122.483259971
2023-05-30,6980526.4294154
2023-05-31,7151198.941781258
2023-06-01,7139212.578480152
2023-06-02,7124647.3907910865
2023-06-05,7328693.762492874
2023-06-06,7325753.296696087
2023-06-07,7363581.331550731
2023-06-08,7353578.096902354
2023-06-09,7583810.2371943835
2023-06-12,7584103.677291374
2023-06-13,7584103.677291374
2023-06-14,7584103.677291374
2023-06-15,7584103.677291374
2023-06-16,7584103.677291374
2023-06-20,7584103.677291374
2023-06-21,7584103.677291374
2023-06-22,7584103.677291374
2023-06-23,7584103.677291374
2023-06-26,7584103.677291374
2023-06-27,7584103.677291374
2023-06-28,7584103.677291374
2023-06-29,7584103.677291374
2023-06-30,7584103.677291374
2023-07-03,7584103.677291374
2023-07-05,7584103.677291374
2023-07-06,7584103.677291374
2023-07-07,7584103.677291374
2023-07-10,7584103.677291374
2023-07-11,7547151.906628694
2023-07-12,7567830.486345701
2023-07-13,7329005.33162397
2023-07-14,7375131.725335401
2023-07-17,7078903.300826781
2023-07-18,7216458.231357437
2023-07-19,7112333.117631149
2023-07-20,6973964.431201245
2023-07-21,6896794.671787216
2023-07-24,6577035.929408243
2023-07-25,6356394.930504836
2023-07-26,7004931.721248508
2023-07-27,7011968.325578452
2023-07-28,6356509.710480395
2023-07-31,6134222.940188085
2023-08-01,6155453.086629898
2023-08-02,6773640.553316364
2023-08-03,7815743.517840565
2023-08-04,7087737.269097813
