date,ticker,trade_type,position_type,quantity,price,value,strike,expiration,option_type,strategy,exit_reason
2021-05-03,WMT,close,option,3,0.7799313897801596,233.9794169340479,44,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-03,HD,close,option,1,6.50442413896576,650.442413896576,294,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-03,KO,close,option,2,0.9490518913594528,189.81037827189056,48,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-03,CRM,close,option,1,7.866270558097142,786.6270558097142,229,2021-06-01,call,reverse_dispersion,stop_loss
2021-05-03,CVX,close,option,1,2.814311435549719,281.43114355497187,87,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-03,ORCL,close,option,1,2.5134535067693555,251.34535067693554,72,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-03,MRK,close,option,1,1.8537547285575258,185.37547285575258,63,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-03,PM,close,option,1,2.326873420787969,232.6873420787969,78,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-03,CSCO,close,option,1,1.5573487323752602,155.73487323752602,45,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-03,WFC,close,option,1,2.417451003627402,241.74510036274023,41,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-03,IBM,close,option,1,4.1898583863373915,418.98583863373915,114,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-03,ABT,close,option,1,4.243743395897027,424.37433958970274,112,2021-06-01,call,reverse_dispersion,stop_loss
2021-05-03,LIN,close,option,1,7.197467960990366,719.7467960990366,271,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-03,GE,close,option,1,2.2535978792545386,225.35978792545387,64,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-03,MCD,close,option,1,4.6751416740523695,467.51416740523695,216,2021-06-01,call,reverse_dispersion,stop_loss
2021-05-03,PEP,close,option,1,3.034196303042421,303.4196303042421,128,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-03,ACN,close,option,1,7.23220394963505,723.220394963505,276,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-03,TMO,close,option,1,22.53096694859883,2253.096694859883,466,2021-06-01,call,reverse_dispersion,stop_loss
2021-05-03,T,close,option,4,0.38791961413645826,155.1678456545833,18,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-03,VZ,close,option,1,0.9808176684836738,98.08176684836738,46,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-03,DIS,close,option,1,5.644040219949872,564.4040219949873,184,2021-06-01,call,reverse_dispersion,stop_loss
2021-05-03,PLTR,close,option,1,2.017965321947269,201.79653219472692,23,2021-06-01,call,reverse_dispersion,stop_loss
2021-05-03,QCOM,close,option,1,8.216318440436382,821.6318440436382,127,2021-06-01,call,reverse_dispersion,stop_loss
2021-05-03,ADBE,close,option,1,19.895655778658067,1989.5655778658067,508,2021-06-01,call,reverse_dispersion,stop_loss
2021-05-03,RTX,close,option,1,2.4814222545910525,248.14222545910525,76,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-03,NOW,close,option,1,30.06083413652712,3006.083413652712,506,2021-06-01,call,reverse_dispersion,stop_loss
2021-05-03,GS,close,option,1,12.248763795691588,1224.8763795691589,315,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-03,AMGN,close,option,1,9.224401416705902,922.4401416705903,211,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-03,SPY,open,option,40,8.628941077291756,34515.764309167025,395,2021-06-02,call,reverse_dispersion,
2021-05-03,SPY,open,option,43,7.910915015341317,34016.93456596766,395,2021-06-02,put,reverse_dispersion,
2021-05-03,AAPL,open,option,-7,5.499336719164376,-3849.535703415063,130,2021-06-02,call,reverse_dispersion,
2021-05-03,AAPL,open,option,-7,5.6297772585810435,-3940.8440810067304,130,2021-06-02,put,reverse_dispersion,
2021-05-03,NVDA,open,option,-34,1.061148018396918,-3607.903262549521,15,2021-06-02,call,reverse_dispersion,
2021-05-03,NVDA,open,option,-30,1.2335751392356942,-3700.7254177070827,15,2021-06-02,put,reverse_dispersion,
2021-05-03,MSFT,open,option,-3,10.239321986808747,-3071.796596042624,244,2021-06-02,call,reverse_dispersion,
2021-05-03,MSFT,open,option,-3,10.313714275093218,-3094.1142825279658,244,2021-06-02,put,reverse_dispersion,
2021-05-03,AMZN,open,option,-3,7.017887145545998,-2105.3661436637994,169,2021-06-02,call,reverse_dispersion,
2021-05-03,AMZN,open,option,-3,6.41581372862359,-1924.744118587077,169,2021-06-02,put,reverse_dispersion,
2021-05-03,META,open,option,-1,20.370555017616113,-2037.0555017616111,321,2021-06-02,call,reverse_dispersion,
2021-05-03,META,open,option,-1,19.776514271059,-1977.6514271059,321,2021-06-02,put,reverse_dispersion,
2021-05-03,GOOGL,open,option,-2,4.799872114368121,-959.9744228736242,117,2021-06-02,call,reverse_dispersion,
2021-05-03,GOOGL,open,option,-2,5.0111437219128305,-1002.2287443825661,117,2021-06-02,put,reverse_dispersion,
2021-05-03,AVGO,open,option,-4,2.426455211226987,-970.5820844907947,41,2021-06-02,call,reverse_dispersion,
2021-05-03,AVGO,open,option,-4,2.303094486274798,-921.2377945099192,41,2021-06-02,put,reverse_dispersion,
2021-05-03,GOOG,open,option,-1,5.183240049311543,-518.3240049311543,119,2021-06-02,call,reverse_dispersion,
2021-05-03,GOOG,open,option,-2,4.793845094542853,-958.7690189085706,119,2021-06-02,put,reverse_dispersion,
2021-05-03,TSLA,open,option,-1,24.14850112756686,-2414.850112756686,228,2021-06-02,call,reverse_dispersion,
2021-05-03,TSLA,open,option,-1,23.47401143682643,-2347.401143682643,228,2021-06-02,put,reverse_dispersion,
2021-05-03,JPM,open,option,-1,5.604534243806313,-560.4534243806313,138,2021-06-02,call,reverse_dispersion,
2021-05-03,JPM,open,option,-1,5.592699769317406,-559.2699769317405,138,2021-06-02,put,reverse_dispersion,
2021-05-03,LLY,open,option,-1,6.759144415534266,-675.9144415534265,178,2021-06-02,call,reverse_dispersion,
2021-05-03,LLY,open,option,-1,6.281464046322597,-628.1464046322596,178,2021-06-02,put,reverse_dispersion,
2021-05-03,V,open,option,-1,7.226523206373656,-722.6523206373656,226,2021-06-02,call,reverse_dispersion,
2021-05-03,V,open,option,-1,6.965093266424617,-696.5093266424617,226,2021-06-02,put,reverse_dispersion,
2021-05-03,XOM,open,option,-2,2.691765907069975,-538.353181413995,50,2021-06-02,call,reverse_dispersion,
2021-05-03,XOM,open,option,-2,2.3740383116157275,-474.8076623231455,50,2021-06-02,put,reverse_dispersion,
2021-05-03,UNH,open,option,-1,15.137906837272908,-1513.7906837272908,383,2021-06-02,call,reverse_dispersion,
2021-05-03,UNH,open,option,-1,14.437057639442799,-1443.7057639442799,383,2021-06-02,put,reverse_dispersion,
2021-05-03,MA,open,option,-1,14.171665981616798,-1417.1665981616798,371,2021-06-02,call,reverse_dispersion,
2021-05-03,MA,open,option,-1,13.271562983844035,-1327.1562983844035,371,2021-06-02,put,reverse_dispersion,
2021-05-03,COST,open,option,-1,11.658959701953336,-1165.8959701953336,362,2021-06-02,call,reverse_dispersion,
2021-05-03,COST,open,option,-1,11.201495516821808,-1120.1495516821808,362,2021-06-02,put,reverse_dispersion,
2021-05-03,NFLX,open,option,-1,32.662555429049604,-3266.2555429049603,509,2021-06-02,call,reverse_dispersion,
2021-05-03,NFLX,open,option,-1,31.716545080811954,-3171.6545080811957,509,2021-06-02,put,reverse_dispersion,
2021-05-03,PG,open,option,-1,3.9802931923443765,-398.02931923443765,123,2021-06-02,call,reverse_dispersion,
2021-05-03,PG,open,option,-1,3.731598499176897,-373.1598499176897,123,2021-06-02,put,reverse_dispersion,
2021-05-03,JNJ,open,option,-1,4.497372591989162,-449.7372591989162,147,2021-06-02,call,reverse_dispersion,
2021-05-03,JNJ,open,option,-1,3.793219739430029,-379.3219739430029,147,2021-06-02,put,reverse_dispersion,
2021-05-03,ABBV,open,option,-1,3.649395195320558,-364.9395195320558,99,2021-06-02,call,reverse_dispersion,
2021-05-03,ABBV,open,option,-1,3.409976410569186,-340.9976410569186,99,2021-06-02,put,reverse_dispersion,
2021-05-03,WMT,open,option,-4,1.0886905474263813,-435.4762189705525,45,2021-06-02,call,reverse_dispersion,
2021-05-03,WMT,open,option,-3,1.2663427366640185,-379.9028209992056,45,2021-06-02,put,reverse_dispersion,
2021-05-03,HD,open,option,-1,9.580371784757972,-958.0371784757972,300,2021-06-02,call,reverse_dispersion,
2021-05-03,HD,open,option,-1,9.423166978633503,-942.3166978633503,300,2021-06-02,put,reverse_dispersion,
2021-05-03,BAC,open,option,-2,1.7273183472837523,-345.4636694567505,37,2021-06-02,call,reverse_dispersion,
2021-05-03,BAC,open,option,-1,1.937412786755047,-193.7412786755047,37,2021-06-02,put,reverse_dispersion,
2021-05-03,KO,open,option,-2,1.3456149872231258,-269.1229974446252,48,2021-06-02,call,reverse_dispersion,
2021-05-03,KO,open,option,-3,0.9669404897276799,-290.082146918304,48,2021-06-02,put,reverse_dispersion,
2021-05-03,CRM,open,option,-1,10.627434861386845,-1062.7434861386846,223,2021-06-02,call,reverse_dispersion,
2021-05-03,CRM,open,option,-1,10.744009769791901,-1074.40097697919,223,2021-06-02,put,reverse_dispersion,
2021-05-03,CVX,open,option,-1,4.005790303904625,-400.57903039046255,90,2021-06-02,call,reverse_dispersion,
2021-05-03,CVX,open,option,-1,4.3069183518134935,-430.69183518134935,90,2021-06-02,put,reverse_dispersion,
2021-05-03,ORCL,open,option,-1,3.424125656058628,-342.4125656058628,73,2021-06-02,call,reverse_dispersion,
2021-05-03,ORCL,open,option,-1,3.042520740963006,-304.2520740963006,73,2021-06-02,put,reverse_dispersion,
2021-05-03,MRK,open,option,-1,2.6594520977069713,-265.94520977069715,64,2021-06-02,call,reverse_dispersion,
2021-05-03,MRK,open,option,-1,2.361172030408298,-236.1172030408298,64,2021-06-02,put,reverse_dispersion,
2021-05-03,PM,open,option,-1,2.7632947120603504,-276.329471206035,78,2021-06-02,call,reverse_dispersion,
2021-05-03,PM,open,option,-1,2.367709548405543,-236.77095484055428,78,2021-06-02,put,reverse_dispersion,
2021-05-03,CSCO,open,option,-1,2.032253126870785,-203.22531268707849,45,2021-06-02,call,reverse_dispersion,
2021-05-03,CSCO,open,option,-1,1.5862557189404178,-158.6255718940418,45,2021-06-02,put,reverse_dispersion,
2021-05-03,WFC,open,option,-1,2.869264852819267,-286.9264852819267,41,2021-06-02,call,reverse_dispersion,
2021-05-03,WFC,open,option,-1,2.4608432452986797,-246.08432452986796,41,2021-06-02,put,reverse_dispersion,
2021-05-03,IBM,open,option,-1,5.616810471277567,-561.6810471277568,116,2021-06-02,call,reverse_dispersion,
2021-05-03,IBM,open,option,-1,5.240163101678974,-524.0163101678974,116,2021-06-02,put,reverse_dispersion,
2021-05-03,ABT,open,option,-1,4.321393836854703,-432.1393836854703,112,2021-06-02,call,reverse_dispersion,
2021-05-03,ABT,open,option,-1,4.587562135829899,-458.75621358298986,112,2021-06-02,put,reverse_dispersion,
2021-05-03,LIN,open,option,-1,9.074358572696724,-907.4358572696724,273,2021-06-02,call,reverse_dispersion,
2021-05-03,LIN,open,option,-1,8.299818739651073,-829.9818739651073,273,2021-06-02,put,reverse_dispersion,
2021-05-03,GE,open,option,-1,3.1969003559635,-319.69003559634996,66,2021-06-02,call,reverse_dispersion,
2021-05-03,GE,open,option,-1,3.2581588044755385,-325.81588044755387,66,2021-06-02,put,reverse_dispersion,
2021-05-03,MCD,open,option,-1,5.251916197859941,-525.1916197859941,215,2021-06-02,call,reverse_dispersion,
2021-05-03,MCD,open,option,-1,4.772851081107561,-477.2851081107561,215,2021-06-02,put,reverse_dispersion,
2021-05-03,PEP,open,option,-1,4.097205932155958,-409.72059321559584,130,2021-06-02,call,reverse_dispersion,
2021-05-03,PEP,open,option,-1,4.045014025283656,-404.5014025283656,130,2021-06-02,put,reverse_dispersion,
2021-05-03,ACN,open,option,-1,8.439607278414314,-843.9607278414314,278,2021-06-02,call,reverse_dispersion,
2021-05-03,ACN,open,option,-1,8.352259071809186,-835.2259071809186,278,2021-06-02,put,reverse_dispersion,
2021-05-03,TMO,open,option,-1,24.348621685597635,-2434.8621685597636,463,2021-06-02,call,reverse_dispersion,
2021-05-03,TMO,open,option,-1,23.79811194832189,-2379.811194832189,463,2021-06-02,put,reverse_dispersion,
2021-05-03,T,open,option,-3,0.7854031534528279,-235.62094603584836,18,2021-06-02,call,reverse_dispersion,
2021-05-03,T,open,option,-6,0.3967437990453204,-238.04627942719225,18,2021-06-02,put,reverse_dispersion,
2021-05-03,VZ,open,option,-2,1.1281290197527376,-225.62580395054752,46,2021-06-02,call,reverse_dispersion,
2021-05-03,VZ,open,option,-2,0.9973951019054645,-199.4790203810929,46,2021-06-02,put,reverse_dispersion,
2021-05-03,DIS,open,option,-1,6.233272899129801,-623.3272899129802,183,2021-06-02,call,reverse_dispersion,
2021-05-03,DIS,open,option,-1,5.686451758897661,-568.645175889766,183,2021-06-02,put,reverse_dispersion,
2021-05-03,PLTR,open,option,-1,2.4940241031792265,-249.40241031792266,22,2021-06-02,call,reverse_dispersion,
2021-05-03,PLTR,open,option,-1,2.1578901904274392,-215.78901904274392,22,2021-06-02,put,reverse_dispersion,
2021-05-03,ISRG,open,option,-1,20.618119607673833,-2061.8119607673834,289,2021-06-02,call,reverse_dispersion,
2021-05-03,ISRG,open,option,-1,19.96012227611405,-1996.0122276114048,289,2021-06-02,put,reverse_dispersion,
2021-05-03,QCOM,open,option,-1,8.826476337093276,-882.6476337093276,126,2021-06-02,call,reverse_dispersion,
2021-05-03,QCOM,open,option,-1,8.537957337563725,-853.7957337563726,126,2021-06-02,put,reverse_dispersion,
2021-05-03,ADBE,open,option,-1,22.62157341263392,-2262.157341263392,503,2021-06-02,call,reverse_dispersion,
2021-05-03,ADBE,open,option,-1,21.335411872432502,-2133.54118724325,503,2021-06-02,put,reverse_dispersion,
2021-05-03,RTX,open,option,-1,2.6660738971659868,-266.6073897165987,77,2021-06-02,call,reverse_dispersion,
2021-05-03,RTX,open,option,-1,3.0372679375198857,-303.72679375198857,77,2021-06-02,put,reverse_dispersion,
2021-05-03,NOW,open,option,-1,37.618141521003594,-3761.8141521003595,490,2021-06-02,call,reverse_dispersion,
2021-05-03,NOW,open,option,-1,36.4933164200242,-3649.3316420024203,490,2021-06-02,put,reverse_dispersion,
2021-05-03,GS,open,option,-1,13.959618995057639,-1395.961899505764,317,2021-06-02,call,reverse_dispersion,
2021-05-03,GS,open,option,-1,13.476518306723364,-1347.6518306723365,317,2021-06-02,put,reverse_dispersion,
2021-05-03,AMGN,open,option,-1,12.522160146176034,-1252.2160146176034,216,2021-06-02,call,reverse_dispersion,
2021-05-03,AMGN,open,option,-1,11.846277373266958,-1184.6277373266958,216,2021-06-02,put,reverse_dispersion,
2021-05-04,SPY,close,option,-32,7.4141460762779445,-23725.267444089422,394,2021-05-28,call,reverse_dispersion,stop_loss
2021-05-04,CSCO,close,option,1,1.5919276614082492,159.19276614082492,45,2021-05-28,call,reverse_dispersion,stop_loss
2021-05-04,ISRG,close,option,1,16.235565845158874,1623.5565845158874,290,2021-05-28,call,reverse_dispersion,stop_loss
2021-05-04,MSFT,close,option,2,8.30473148371783,1660.946296743566,244,2021-06-01,call,reverse_dispersion,stop_loss
2021-05-04,JNJ,close,option,1,3.0742893288371675,307.42893288371675,147,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-04,CSCO,close,option,1,1.2856095988649656,128.56095988649656,46,2021-06-01,call,reverse_dispersion,stop_loss
2021-05-04,LIN,close,option,1,6.828882456332622,682.8882456332622,274,2021-06-01,call,reverse_dispersion,stop_loss
2021-05-04,T,close,option,5,0.31620107574061596,158.100537870308,18,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-04,SPY,close,option,-34,8.081856538985988,-27478.312232552362,394,2021-06-01,call,reverse_dispersion,stop_loss
2021-05-04,AAPL,close,option,6,4.207010027421461,2524.2060164528766,129,2021-06-01,call,reverse_dispersion,stop_loss
2021-05-04,MSFT,close,option,3,8.30473148371783,2491.419445115349,244,2021-06-01,call,reverse_dispersion,stop_loss
2021-05-04,JPM,close,option,1,4.47296831502576,447.29683150257597,138,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-04,BAC,close,option,1,1.7043076242634818,170.43076242634817,37,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-04,CSCO,close,option,1,1.7232101180244825,172.32101180244825,45,2021-06-01,call,reverse_dispersion,stop_loss
2021-05-04,PEP,close,option,1,4.071946901398562,407.19469013985616,128,2021-06-01,call,reverse_dispersion,stop_loss
2021-05-04,ISRG,close,option,1,18.638047936331034,1863.8047936331034,288,2021-06-01,call,reverse_dispersion,stop_loss
2021-05-04,AAPL,close,option,7,3.9441361477751755,2760.8953034426227,130,2021-06-02,call,reverse_dispersion,stop_loss
2021-05-04,NVDA,close,option,34,0.8903026550090942,3027.0290270309206,15,2021-06-02,call,reverse_dispersion,stop_loss
2021-05-04,MSFT,close,option,3,8.48840843379054,2546.522530137162,244,2021-06-02,call,reverse_dispersion,stop_loss
2021-05-04,AMZN,close,option,3,5.769362566748541,1730.8087700245621,169,2021-06-02,call,reverse_dispersion,stop_loss
2021-05-04,GOOGL,close,option,2,4.260403291202181,852.0806582404362,117,2021-06-02,call,reverse_dispersion,stop_loss
2021-05-04,GOOG,close,option,1,4.526343946117272,452.6343946117272,119,2021-06-02,call,reverse_dispersion,stop_loss
2021-05-04,JPM,close,option,1,4.563514655597459,456.35146555974586,138,2021-06-02,put,reverse_dispersion,stop_loss
2021-05-04,LLY,close,option,1,5.587466080123477,558.7466080123477,178,2021-06-02,put,reverse_dispersion,stop_loss
2021-05-04,UNH,close,option,1,12.78791126575723,1278.791126575723,383,2021-06-02,put,reverse_dispersion,stop_loss
2021-05-04,COST,close,option,1,10.242935207470424,1024.2935207470423,362,2021-06-02,call,reverse_dispersion,stop_loss
2021-05-04,JNJ,close,option,1,3.1461421908178053,314.61421908178056,147,2021-06-02,put,reverse_dispersion,stop_loss
2021-05-04,ABBV,close,option,1,3.257085265003944,325.70852650039444,99,2021-06-02,call,reverse_dispersion,stop_loss
2021-05-04,WMT,close,option,4,0.9624316532571306,384.97266130285226,45,2021-06-02,call,reverse_dispersion,stop_loss
2021-05-04,BAC,close,option,1,1.7349834062635345,173.49834062635347,37,2021-06-02,put,reverse_dispersion,stop_loss
2021-05-04,CRM,close,option,1,8.42988415066226,842.988415066226,223,2021-06-02,call,reverse_dispersion,stop_loss
2021-05-04,ORCL,close,option,1,2.6772773762966757,267.72773762966756,73,2021-06-02,put,reverse_dispersion,stop_loss
2021-05-04,CSCO,close,option,1,1.7545838884000524,175.45838884000523,45,2021-06-02,call,reverse_dispersion,stop_loss
2021-05-04,ABT,close,option,1,3.6425480750152204,364.254807501522,112,2021-06-02,call,reverse_dispersion,stop_loss
2021-05-04,LIN,close,option,1,7.393325036935096,739.3325036935096,273,2021-06-02,call,reverse_dispersion,stop_loss
2021-05-04,GE,close,option,1,2.643892532980839,264.38925329808393,66,2021-06-02,call,reverse_dispersion,stop_loss
2021-05-04,MCD,close,option,1,4.584903259242154,458.49032592421537,215,2021-06-02,call,reverse_dispersion,stop_loss
2021-05-04,PEP,close,option,1,3.222879122077316,322.2879122077316,130,2021-06-02,call,reverse_dispersion,stop_loss
2021-05-04,T,close,option,6,0.32541739388099966,195.2504363285998,18,2021-06-02,put,reverse_dispersion,stop_loss
2021-05-04,VZ,close,option,2,0.8273807339898518,165.47614679797036,46,2021-06-02,put,reverse_dispersion,stop_loss
2021-05-04,PLTR,close,option,1,2.226895073658371,222.68950736583707,22,2021-06-02,call,reverse_dispersion,stop_loss
2021-05-04,QCOM,close,option,1,7.581608750166204,758.1608750166204,126,2021-06-02,call,reverse_dispersion,stop_loss
2021-05-04,ADBE,close,option,1,17.859022327685608,1785.9022327685607,503,2021-06-02,call,reverse_dispersion,stop_loss
2021-05-05,NFLX,close,option,1,23.871095669637754,2387.1095669637753,507,2021-05-28,call,reverse_dispersion,stop_loss
2021-05-05,DIS,close,option,1,4.528270276904948,452.8270276904948,181,2021-05-28,call,reverse_dispersion,stop_loss
2021-05-05,JPM,close,option,1,4.177131398465605,417.71313984656047,139,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-05,XOM,close,option,2,1.7467994032188727,349.35988064377455,50,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-05,NFLX,close,option,1,25.463595679552213,2546.3595679552213,509,2021-06-01,call,reverse_dispersion,stop_loss
2021-05-05,DIS,close,option,1,4.147612208408447,414.76122084084466,183,2021-06-01,call,reverse_dispersion,stop_loss
2021-05-05,ISRG,close,option,1,17.082258010254407,1708.2258010254407,288,2021-06-01,call,reverse_dispersion,stop_loss
2021-05-05,SPY,close,option,-40,7.532825442954731,-30131.301771818926,395,2021-06-02,call,reverse_dispersion,stop_loss
2021-05-05,META,close,option,1,17.410033232380925,1741.0033232380924,321,2021-06-02,call,reverse_dispersion,stop_loss
2021-05-05,AVGO,close,option,4,2.1604287842225247,864.1715136890099,41,2021-06-02,call,reverse_dispersion,stop_loss
2021-05-05,V,close,option,1,6.1854421913014335,618.5442191301433,226,2021-06-02,call,reverse_dispersion,stop_loss
2021-05-05,XOM,close,option,2,1.7924858511651962,358.49717023303924,50,2021-06-02,put,reverse_dispersion,stop_loss
2021-05-05,MA,close,option,1,10.518376699644705,1051.8376699644705,371,2021-06-02,call,reverse_dispersion,stop_loss
2021-05-05,NFLX,close,option,1,26.038999528647025,2603.8999528647028,509,2021-06-02,call,reverse_dispersion,stop_loss
2021-05-05,PG,close,option,1,3.1007680343341235,310.07680343341235,123,2021-06-02,call,reverse_dispersion,stop_loss
2021-05-05,ABBV,close,option,1,2.949466167680292,294.94661676802923,99,2021-06-02,put,reverse_dispersion,stop_loss
2021-05-05,KO,close,option,2,1.1739234986208302,234.78469972416605,48,2021-06-02,call,reverse_dispersion,stop_loss
2021-05-05,CVX,close,option,1,3.3573169398853224,335.73169398853224,90,2021-06-02,put,reverse_dispersion,stop_loss
2021-05-05,MRK,close,option,1,1.910591300336673,191.05913003366732,64,2021-06-02,put,reverse_dispersion,stop_loss
2021-05-05,PM,close,option,1,2.4784307665818304,247.84307665818304,78,2021-06-02,call,reverse_dispersion,stop_loss
2021-05-05,DIS,close,option,1,4.253164595635397,425.3164595635397,183,2021-06-02,call,reverse_dispersion,stop_loss
2021-05-05,ISRG,close,option,1,17.067498490454383,1706.7498490454384,289,2021-06-02,call,reverse_dispersion,stop_loss
2021-05-05,RTX,close,option,1,2.3331275857453733,233.31275857453733,77,2021-06-02,call,reverse_dispersion,stop_loss
2021-05-05,RTX,close,option,1,2.7218637104860335,272.18637104860335,77,2021-06-02,put,reverse_dispersion,stop_loss
2021-05-05,NOW,close,option,1,33.64984083607186,3364.984083607186,490,2021-06-02,call,reverse_dispersion,stop_loss
2021-05-05,GS,close,option,1,10.52952518051589,1052.9525180515889,317,2021-06-02,put,reverse_dispersion,stop_loss
2021-05-05,AMGN,close,option,1,10.422778839456228,1042.2778839456228,216,2021-06-02,put,reverse_dispersion,stop_loss
2021-05-06,CSCO,close,option,1,0.9551341126663004,95.51341126663004,45,2021-05-28,put,reverse_dispersion,stop_loss
2021-05-06,GE,close,option,1,2.5024459639581487,250.24459639581488,65,2021-05-28,call,reverse_dispersion,stop_loss
2021-05-06,TSLA,close,option,1,19.484311355170874,1948.4311355170873,226,2021-06-01,call,reverse_dispersion,stop_loss
2021-05-06,BAC,close,option,1,1.1875562909326582,118.75562909326582,37,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-06,CVX,close,option,1,3.30484342307016,330.48434230701605,91,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-06,PM,close,option,1,1.8224119145830713,182.24119145830713,78,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-06,CSCO,close,option,1,1.5059579747183278,150.59579747183278,46,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-06,WFC,close,option,1,2.264504099823828,226.45040998238278,42,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-06,IBM,close,option,1,3.9390109663985413,393.90109663985413,116,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-06,TMO,close,option,1,19.349956750392494,1934.9956750392494,460,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-06,GS,close,option,1,8.401343242952862,840.1343242952862,320,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-06,TMO,close,option,1,22.35458519399137,2235.458519399137,466,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-06,TSLA,close,option,1,19.07610578474764,1907.610578474764,228,2021-06-02,call,reverse_dispersion,stop_loss
2021-05-06,HD,close,option,1,6.699133137747538,669.9133137747538,300,2021-06-02,put,reverse_dispersion,stop_loss
2021-05-06,PM,close,option,1,1.8646545096397773,186.46545096397773,78,2021-06-02,put,reverse_dispersion,stop_loss
2021-05-06,CSCO,close,option,1,1.1131317954089965,111.31317954089965,45,2021-06-02,put,reverse_dispersion,stop_loss
2021-05-06,WFC,close,option,1,1.8460377937197734,184.60377937197734,41,2021-06-02,put,reverse_dispersion,stop_loss
2021-05-06,IBM,close,option,1,4.036654297814444,403.66542978144435,116,2021-06-02,put,reverse_dispersion,stop_loss
2021-05-06,LIN,close,option,1,6.847690977189686,684.7690977189686,273,2021-06-02,put,reverse_dispersion,stop_loss
2021-05-06,TMO,close,option,1,21.232575095684552,2123.257509568455,463,2021-06-02,put,reverse_dispersion,stop_loss
2021-05-07,NFLX,close,option,1,23.71656504517202,2371.656504517202,507,2021-05-28,put,reverse_dispersion,stop_loss
2021-05-07,SPY,close,option,-36,5.831702747506199,-20994.129891022316,397,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-07,MSFT,close,option,3,8.360840280271034,2508.2520840813104,244,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-07,NFLX,close,option,1,26.784774238441003,2678.4774238441005,509,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-07,KO,close,option,2,0.8166162592519584,163.32325185039167,48,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-07,LIN,close,option,1,5.060026447270133,506.00264472701326,274,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-07,GE,close,option,1,2.4956347240397037,249.56347240397037,65,2021-06-01,call,reverse_dispersion,stop_loss
2021-05-07,MCD,close,option,1,4.1189332705240815,411.89332705240815,215,2021-06-01,call,reverse_dispersion,stop_loss
2021-05-07,ACN,close,option,1,7.061731741228613,706.1731741228613,278,2021-06-01,call,reverse_dispersion,stop_loss
2021-05-07,DIS,close,option,1,4.703194397124719,470.3194397124719,183,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-07,NVDA,close,option,28,1.0667788577698074,2986.9808017554606,15,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-07,MSFT,close,option,3,8.360840280271034,2508.2520840813104,244,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-07,META,close,option,1,19.637337081194943,1963.7337081194942,324,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-07,GOOGL,close,option,2,4.23924252876791,847.848505753582,117,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-07,AVGO,close,option,3,2.3578699806261127,707.3609941878339,42,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-07,NFLX,close,option,1,29.04475142963065,2904.475142963065,513,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-07,ABT,close,option,1,4.111619139897812,411.16191398978117,112,2021-06-01,put,reverse_dispersion,stop_loss
2021-05-07,ACN,close,option,1,8.051286434515163,805.1286434515163,276,2021-06-01,call,reverse_dispersion,stop_loss
2021-05-07,DIS,close,option,1,5.237896302167016,523.7896302167017,184,2021-06-01,put,reverse_dispersion,stop_loss
